MaCCQE,CoulombCCQE,MaNCEL,EtaNCEL,NormCCMEC,NormNCMEC,FracPN_CCMEC,FracDelta_CCMEC,MaCCRES,MvCCRES,MaNCRES,MvNCRES,NonRESBGvpCC1pi,NonRESBGvpCC2pi,NonRESBGvpNC1pi,NonRESBGvpNC2pi,NonRESBGvnCC1pi,NonRESBGvnCC2pi,NonRESBGvnNC1pi,NonRESBGvnNC2pi,NonRESBGvbarpCC1pi,NonRESBGvbarpCC2pi,NonRESBGvbarpNC1pi,NonRESBGvbarpNC2pi,NonRESBGvbarnCC1pi,NonRESBGvbarnCC2pi,NonRESBGvbarnNC1pi,NonRESBGvbarnNC2pi,AhtBY,BhtBY,CV1uBY,CV2uBY,AGKYxF1pi,AGKYpT1pi,MFP_pi,MFP_N,FrCEx_pi,FrInel_pi,FrAbs_pi,FrCEx_N,FrInel_N,FrAbs_N,RDecBR1gamma,RDecBR1eta,XSecShape_CCMEC,RPA_CCQE
-2.32601,-0.967725,0.614974,-0.549872,1.72136,1.00476,0.110702,1.36095,0.0726431,1.91351,1.18836,1.47262,-0.26516,-1.28412,-0.115676,1.32462,0.0394579,-0.263718,0.739681,0.63436,-1.89107,1.16595,-2.10275,-1.27998,-1.12251,0.724221,-0.122151,0.57995,-1.58334,0.889537,1.26181,0.267631,-0.0932824,0.18569,-0.397139,-0.386665,1.44586,1.3214,-1.41363,0.487135,-0.547763,1.08143,0.254897,-0.0771668,1.0,0.151
7.10684,-0.319407,1.39784,0.431189,1.42736,-1.57096,0.187984,0.335334,1.55133,-1.45865,-0.854481,-0.50765,-0.793935,1.00179,1.11567,1.11819,0.92993,-0.915296,0.411018,0.542056,-1.4624,1.29103,-0.348825,-0.0099254,0.665484,-1.08854,-1.59107,0.946806,-0.896142,0.0193736,-2.18483,1.05671,-1.28853,1.69035,-0.138142,0.312239,0.170131,-0.947115,1.46213,-0.302169,-0.777979,-1.80821,-0.039421,1.09753,1.0,0.151
4.75214,0.0464255,0.267903,-0.178417,2.35357,2.62463,-0.449616,-0.633775,-0.173047,-0.919358,1.24333,-0.929823,-0.116123,0.350601,-0.773416,-1.36917,-1.1828,0.345405,-1.0012,-0.115057,1.00975,0.932443,-0.60348,-0.343871,-0.264817,0.848759,-0.221623,-1.30896,0.746333,-0.183427,-1.13352,-0.973423,-0.890884,1.56772,1.42641,2.04557,0.713762,1.37384,-0.923479,-1.29984,0.277063,0.0946872,-0.588572,-1.20376,1.0,0.151
11.2767,2.11957,-1.44874,0.0157,2.30516,-1.54118,-1.00913,-1.41166,-1.01092,-0.793652,-0.446379,-1.72005,0.943705,-0.212329,-2.11787,0.211801,-0.0693023,1.40366,1.17428,0.284181,0.0136063,-1.76944,-0.482851,0.0557678,-0.0687564,0.365422,-1.6983,-1.40025,-0.0439934,-1.45652,1.05408,-0.135556,-0.89729,0.951407,-0.59576,0.457091,-1.70729,-0.887522,0.155887,-0.936115,0.390943,-0.0290677,-0.458291,0.826918,1.0,0.151
9.65559,0.250084,-1.57638,-1.81688,1.76823,1.68467,0.386046,0.167441,-1.21473,-0.777423,-1.49329,-0.763006,-0.333918,-0.783272,0.232852,-1.02191,0.244007,-0.961975,0.13497,-0.551129,-0.277582,-0.577347,-0.549492,0.532262,-1.05391,-0.316143,-1.01267,-0.0179198,-0.927513,0.517505,0.126956,3.18049,0.631115,-0.493948,-0.156845,0.447235,0.821312,0.988054,0.784829,2.33586,-0.65386,0.970725,-0.164697,0.400762,1.0,0.151
3.93604,1.02226,1.29012,0.381245,1.12042,0.756002,-1.1864,0.0684413,0.43029,0.0177354,-0.500412,-0.46325,0.53762,1.56765,2.03605,0.521156,0.748536,0.741029,0.966784,0.839818,1.94147,0.0428018,-0.321179,-0.945246,-1.28269,0.320435,-0.403457,1.67849,-0.966593,-0.0869756,0.848945,0.216653,0.873014,0.866176,0.462771,-0.133333,-1.26772,-0.846236,-0.00152036,0.697743,-0.769114,1.7608,1.39117,-1.57283,1.0,0.151
2.11371,-2.06606,0.513697,2.10079,0.820705,0.756246,0.773958,-1.2882,0.132685,-0.361474,1.2768,-0.184688,-0.0138578,-2.64088,0.241425,-0.42175,0.255158,-0.660517,1.29105,0.104086,0.564954,0.460063,-1.35515,1.19616,-0.481116,-0.245915,-0.986856,-0.658682,-1.18684,-0.450862,-2.22203,-0.889625,-0.270996,-0.129314,1.30943,0.0309094,0.648511,0.304963,-0.424631,1.04513,0.00757499,0.701002,0.340808,-0.652768,1.0,0.151
7.61008,-1.58065,-0.739301,0.403762,-0.415323,-3.73826,0.738261,0.258461,0.717459,1.51019,1.12918,0.984847,-0.150156,-0.988891,0.2673,1.06705,-0.86926,0.50814,-0.381998,-2.53698,0.585193,0.835406,-0.413273,-0.574934,2.36747,0.557848,0.839125,-0.382924,-0.631961,0.146557,3.1457,1.86366,1.7577,-0.84221,0.298077,-0.728518,-0.825633,0.471288,0.307728,1.04598,-1.59748,0.173075,0.285425,0.916454,1.0,0.151
7.15486,-2.16248,-0.928246,0.344403,0.766188,1.65065,0.729723,-0.0305125,0.69025,0.924132,2.41398,0.470527,-0.275312,1.01589,-1.445,1.01078,-0.606295,1.18691,1.74315,-0.70043,1.103,0.290872,-1.3676,2.51579,-1.05358,0.56921,-0.383053,0.0165082,-0.4977,0.557324,1.12431,-0.862706,-0.680357,-0.0957873,0.179753,1.3411,-0.192293,0.506014,-0.835418,0.415634,-1.25595,1.2262,-0.941114,1.01104,1.0,0.151
4.25202,-0.196291,0.239167,-0.414542,1.67746,-0.91484,-0.93155,0.787539,-0.231148,0.979383,-1.60999,1.03814,-0.171497,-0.0227086,-0.638547,0.910659,0.591181,-0.900518,-2.20088,-0.587299,-0.640098,-0.229946,-0.806489,-0.134152,-1.51271,0.585251,-0.567186,1.20161,0.701499,-1.18498,-1.01689,1.01328,0.106999,0.995885,1.09135,-0.604443,0.0621277,-0.616384,-0.962769,0.115305,0.00325797,1.37277,-0.27606,1.15174,1.0,0.151
2.71789,0.605827,-0.0436772,-1.60025,0.859293,-0.427377,1.66692,-0.341317,0.0807545,-0.143746,-0.889181,-1.77043,-1.80856,1.18168,-1.45222,0.634326,-1.84381,0.955293,-1.34258,-0.302507,0.107597,0.393853,1.64664,-1.36534,0.434014,-0.423213,-0.481127,-1.88472,-0.604283,1.32123,1.07666,0.621415,0.267078,0.0766925,0.762981,1.0144,0.0795365,1.09619,-0.0890909,-1.31241,-0.437654,1.07215,-0.87664,0.0478362,1.0,0.151
3.01365,0.309213,-0.270571,1.15576,0.547675,-0.628828,-0.461865,0.675656,-0.46184,-0.989423,-0.192786,-0.273638,-0.0403464,2.26744,1.06745,-0.0101769,0.74418,0.257931,-0.926817,0.756351,-0.848979,0.960362,0.0186476,0.107333,0.150225,0.599298,2.18714,-0.967591,0.144219,0.442238,1.02063,-2.12819,1.42559,0.0130129,-0.12001,-0.0316481,-1.51442,-0.47526,-1.35597,-1.03093,0.479382,-0.816796,-1.27114,-0.022319,1.0,0.151
6.08794,1.87911,0.098797,1.17246,1.75823,0.736107,-1.35282,-1.08531,0.649815,-1.13628,-0.185122,-0.0815973,-0.879361,-1.25717,-0.672159,1.34055,1.01979,-0.191925,0.552947,-0.491273,-1.18406,1.1258,-0.592733,1.16559,0.707593,-0.553582,-1.02439,0.939704,0.426576,0.907553,-1.93258,-0.378619,0.776203,-2.63368,-0.88153,-1.24806,-1.1477,-0.42927,2.53743,1.19442,1.64225,-0.52352,0.489467,-0.346559,1.0,0.151
5.56874,0.109137,-0.341559,0.418005,1.25734,2.86905,-0.511295,-0.371446,0.284407,-0.0515393,0.965075,0.383645,0.958811,-0.873104,-0.844317,-0.412404,1.54328,-0.853517,-0.338075,0.124969,1.28937,0.206254,-0.257368,0.425021,0.984007,0.809343,-0.504649,0.469353,-0.196968,-0.621049,-1.35863,-0.0285069,-0.0113,0.398046,-2.06227,-1.48954,-1.13227,-1.08633,0.988114,0.591861,0.609863,0.781723,0.126544,-1.71769,1.0,0.151
4.57846,2.51462,-0.366304,-1.47324,1.40485,-3.37228,-0.839967,0.518118,0.347593,0.367745,-1.28672,1.53311,-0.12298,1.55718,-0.804293,-0.524476,0.124908,0.302467,0.349239,1.05023,1.44303,-0.443187,-0.489131,0.982934,-0.938502,-0.95222,1.00658,0.61539,-0.140265,0.739095,0.52559,-1.39304,-1.27263,0.166752,0.965381,-0.491291,1.25087,-0.901201,0.886621,0.369025,0.687232,1.15136,1.45356,0.237345,1.0,0.151
5.42367,-0.444132,0.231103,-0.188092,0.529178,-0.574819,-2.27644,0.321086,1.90425,1.22064,0.69383,-0.165293,-0.179798,-1.34908,0.582812,0.442213,0.221903,1.0595,0.732778,0.275198,-0.933254,-0.159945,0.145551,-1.31662,0.117523,-1.14321,-1.9589,0.920679,-0.989385,-0.612004,0.195265,-1.72293,-1.67619,0.233223,0.890343,-0.809759,1.87613,-1.43126,0.562578,-0.164243,-1.27077,0.309749,0.0775609,0.0632064,1.0,0.151
10.8417,2.82256,-1.48699,1.10638,2.06387,2.96651,-0.252377,0.910957,0.531854,1.15822,-1.06268,-0.187963,0.798056,-0.51982,-1.06176,-0.875225,-0.539714,-0.502448,-0.135595,0.984723,0.767106,0.894427,-1.19184,0.424529,-1.03263,-3.18773,1.1102,-0.232095,0.231877,-1.15849,-0.304553,0.339447,-0.0688884,-1.63186,0.00897139,-0.594754,0.302652,1.11085,-1.05485,0.797296,0.916249,0.142371,0.445432,-1.31586,1.0,0.151
4.40423,2.99518,-0.640282,-0.745848,2.42597,-1.05549,-1.0635,-0.214867,1.50266,-0.587375,1.47543,0.312231,-0.251127,0.405569,2.30631,-0.982374,-1.10858,0.403043,-1.04867,-0.102431,0.605211,-0.419064,-0.187409,0.270086,1.35634,-0.969128,-0.496394,-2.66817,-0.867256,0.236278,-0.504407,-0.243905,0.507078,0.493205,-0.549956,1.3516,-0.828129,-1.30113,-1.22554,1.60484,-1.0436,-0.33063,0.950793,0.659287,1.0,0.151
4.31245,-0.877886,0.616193,0.0265354,0.503463,-0.795437,-0.386681,0.623943,0.0180362,0.826261,-1.30055,-0.44337,2.60023,1.06354,-1.82842,-1.59341,1.28695,-0.0380498,-0.605901,-2.51572,-0.0520367,-0.95311,0.661521,-1.15022,-0.734841,1.13102,0.590957,-0.436779,-1.63395,1.5843,0.25167,-0.620491,-0.297907,2.39117,1.45848,-0.870125,1.20402,-1.33722,-1.37604,-0.216539,-2.65103,-0.506969,-0.107524,0.25929,1.0,0.151
8.92457,-0.338112,-0.967222,0.308377,1.80124,2.74198,-0.646752,-0.620216,-0.771744,1.36916,0.0704744,0.271675,-1.81708,-0.122979,-0.690407,-0.677846,-2.08969,-1.97823,-1.61327,-1.07017,2.26936,-1.33865,-0.592114,-0.259129,0.676089,-1.91777,0.954112,-0.562598,1.02804,0.970602,0.770053,-1.93774,-1.56004,-0.334447,0.808521,-2.0607,-0.149143,-0.52232,0.370503,0.890701,-0.467136,-0.199983,1.83575,1.3079,1.0,0.151
4.38756,-1.22298,-1.85519,0.574385,2.14365,1.98272,0.405355,-0.787775,0.068474,-0.0596525,0.295554,0.368198,0.720514,0.85544,0.577313,1.67431,0.609788,1.66494,-0.0297268,1.21197,0.216396,-0.611053,-0.747862,-0.461376,-0.0332905,0.508793,1.81835,-0.643035,-0.18575,-1.85489,0.385472,0.450416,-0.110681,0.516234,-0.103599,0.92476,0.570981,-1.54674,-0.831747,-1.48231,0.623768,-0.660194,-0.254009,-0.16432,1.0,0.151
-3.0946,-0.664481,-0.108071,-0.493938,1.70514,2.0908,2.22626,-1.29057,-1.11183,1.38449,-1.26273,-2.49422,0.639792,1.13798,0.643298,-0.267907,0.143186,0.718795,0.655859,1.01288,-0.390314,2.39502,1.03588,0.311592,-0.222219,-0.963906,-0.693356,0.019283,0.791085,0.163776,-0.983083,0.236966,-0.214955,-0.0481494,0.352789,-0.135002,-1.19565,-0.644388,2.07805,-2.36214,-2.39163,-0.377521,-0.278065,-0.555794,1.0,0.151
3.0643,-2.18346,-3.26401,2.58362,2.34891,1.39863,-0.482103,-0.284433,-0.473013,0.556581,-1.2153,0.60242,-0.719295,0.107198,-1.13999,-2.22101,-0.873022,-1.64656,0.314202,0.386644,0.456972,0.431326,-0.716048,0.344713,-0.549056,-1.40774,0.975195,-0.135156,-0.407078,-0.896102,1.78198,0.0791324,0.826252,0.410289,-0.561809,-0.943544,0.86107,-1.14483,-1.43981,0.389294,0.0701404,1.07511,-1.55408,-1.54297,1.0,0.151
3.05194,0.147163,-0.375356,-3.15972,-0.0251526,0.829756,0.0225821,-0.996624,-1.10774,-1.698,0.391693,0.130229,0.744096,0.179424,0.600607,-1.04623,1.04136,0.887443,0.130656,-0.1553,-0.669176,0.950333,-2.01741,-0.298105,0.639618,-0.369256,0.567831,-0.18105,-0.957937,0.241201,0.362066,-0.873981,-0.896391,1.79076,0.265971,0.579462,0.146565,0.483007,1.00149,-1.19047,-0.653998,-0.557402,-1.68702,1.80342,1.0,0.151
6.03017,0.499632,0.125667,-0.448199,0.987443,1.45038,1.71998,0.289277,-0.294042,1.28185,-2.40809,-1.0583,-0.902876,-1.54829,-0.719502,-0.599546,1.21681,1.78534,-0.194629,-0.266401,0.891996,0.326774,-1.47781,0.371413,-0.266803,-1.57796,-0.365407,0.611455,-0.845076,0.309405,-0.441095,-1.06335,0.699754,-0.397415,0.0404547,-0.947169,3.06553,1.07651,-1.26432,-0.782077,-0.571994,0.396298,1.39191,-2.3337,1.0,0.151
7.00492,-0.40843,-0.38605,0.0276175,2.31423,-4.1653,-0.126308,-1.05491,0.819163,-0.873259,-0.199558,-0.931908,-0.0770274,1.10283,0.190103,-1.12279,1.15983,1.75338,-0.89888,-0.692081,0.438579,-1.54551,0.610051,-0.347734,-0.297424,0.084342,0.773573,0.109309,0.201803,-0.0384286,-0.417745,-1.95061,-1.26676,0.356774,1.63944,0.900525,0.768348,-0.348993,1.21858,1.47971,0.106669,0.342187,1.59957,0.0346721,1.0,0.151
9.43011,-2.06949,-0.547645,0.816418,1.83971,2.08101,-0.353519,0.691141,-0.156283,0.164835,-0.836558,-0.490249,0.511877,0.933509,0.0170002,-0.255658,-1.03092,0.127686,0.188038,-1.19628,-1.2223,-0.0850338,0.81446,-0.261737,-0.36404,0.59818,1.09559,-0.66776,0.861132,-0.815324,2.79395,1.00732,0.940718,0.235929,-0.779986,-0.535588,-0.104655,-0.715407,-0.649667,-0.670069,-0.369553,0.915003,0.34462,1.55949,1.0,0.151
1.54495,1.82789,0.745525,1.40391,2.1503,-1.69724,0.471461,-2.20495,-0.759597,1.76207,0.991663,0.0607316,0.663178,0.0870028,1.23969,-0.574861,0.542004,0.593718,-1.72024,-0.194619,-0.727288,1.01466,0.17668,-1.56223,0.265195,-0.620328,-0.304045,-0.0772655,1.50168,0.0102445,0.00381616,0.734396,-1.16079,0.0218831,-0.0767171,0.674717,-0.783366,4.08486,0.0744089,-0.455965,-0.278086,-1.12446,-0.559965,0.0199812,1.0,0.151
3.51305,-0.567954,1.69671,2.24231,-0.332083,-4.57008,0.50122,-0.264103,2.07988,0.408513,-0.500084,-0.0520059,-0.814212,-1.5392,-0.380172,0.369325,-0.933927,-0.28476,0.435085,-0.774118,-1.08854,0.748515,0.0652553,0.268228,1.25273,-1.81463,-0.970367,0.449044,-0.533777,0.211262,-0.461593,-2.8387,-1.30412,0.0778294,-0.350266,-0.372886,1.64169,0.112482,-0.903599,-0.0752391,0.253717,0.237565,0.40723,2.68235,1.0,0.151
4.23688,-0.345736,-0.245118,0.882612,2.10386,-1.93128,0.786095,-0.252851,0.127201,-0.992212,2.08656,-1.00173,0.151761,-1.04385,-0.0570195,1.86964,0.540384,-0.543427,-1.72583,-0.606496,-1.34374,-0.528041,-0.205933,1.05131,0.321373,0.546279,1.34857,-1.50044,-1.11305,-0.142777,-0.156899,-0.651694,0.075789,-1.07937,-0.679092,-2.14917,1.02851,-1.01987,0.28537,0.512448,-0.625823,0.57603,0.697773,-0.574341,1.0,0.151
9.8819,2.53346,0.499472,0.174571,0.595688,-1.67069,2.01058,-2.12204,0.215674,0.0834187,-0.0185142,-1.4211,0.081787,1.37707,-2.45922,-0.617908,2.3968,1.5553,1.12584,-1.37424,-0.487389,-0.446174,-0.43,-0.75934,0.548497,-0.854254,-1.24853,-1.65764,-0.766889,0.0953971,-0.828679,1.28656,-0.359278,-0.817836,0.584117,1.73338,1.47598,-1.12887,1.34736,0.655198,0.380895,-0.639648,1.44662,2.32958,1.0,0.151
4.93809,0.779483,-0.926736,-0.416493,0.561133,-2.18007,-1.64341,-0.518798,-0.694545,0.567354,-0.67647,-2.37923,1.06775,-1.77738,0.290461,1.1233,2.02269,1.46005,-0.0325979,0.23417,-0.0998353,-0.809863,1.35197,-1.42517,-1.26409,-0.867495,0.16696,-0.515852,0.240878,1.54507,2.09865,-0.1606,0.566747,0.625453,-0.365717,0.998946,-0.990359,-0.0544398,-0.384362,-1.42912,-0.645971,-0.46499,-1.48115,-0.70986,1.0,0.151
5.7102,-0.754945,0.83971,1.23523,1.89896,-0.507411,-0.648835,0.941512,-1.11317,2.80947,0.230864,0.912175,0.0262716,1.54686,-1.22501,-0.491694,0.602981,0.0290964,0.225402,-0.360496,-0.886646,-1.73807,-0.818477,0.918285,-1.74271,1.96316,-1.605,1.23529,-1.35664,0.578273,2.6622,-1.17208,0.638876,0.524376,1.02026,-0.253816,-1.03403,-0.931444,0.223238,-0.227317,1.17761,-0.376628,-0.88834,0.836268,1.0,0.151
4.53977,1.26651,1.26796,-0.129333,0.946624,0.158955,0.149015,1.51568,1.21082,1.17626,0.041572,-0.0901735,0.428346,-0.483043,-1.94324,-1.52628,0.060876,-1.89734,1.06822,1.39252,-0.236946,0.5785,0.881844,-1.26434,-0.758487,-0.536837,0.168735,-0.350264,-0.346828,-0.711997,-0.499815,0.283219,0.286888,-0.298882,1.26184,0.43048,0.500268,-1.0895,0.829127,-2.00774,-0.95988,-0.502351,0.0447684,0.262103,1.0,0.151
7.92535,-0.579399,-1.23628,1.02005,0.146183,-1.94896,0.308389,-1.0442,-0.308041,-0.669973,-0.000400559,0.522151,2.16903,1.05045,-0.715052,1.45156,-0.267683,0.710521,-1.37173,-0.900962,0.0217124,-0.310549,-0.0128928,-1.0631,-0.531071,0.518287,1.13701,0.0506349,-0.879002,0.198369,0.141969,0.100877,1.88982,-0.573279,-1.45353,1.46059,-0.242165,-1.07193,0.00608403,-0.768264,1.94851,-0.477949,-0.269688,-0.261023,1.0,0.151
5.77511,-0.893464,-1.82093,0.429786,0.0532938,-1.52694,-0.873245,-1.88916,0.0656083,-0.763442,-0.181618,0.214737,0.0265017,-1.49488,0.417132,0.155755,1.32323,-0.834753,0.259961,0.753093,0.473387,0.524777,0.0360492,-1.24023,-0.921835,1.8473,0.0613375,1.39187,-1.66852,-1.65534,-1.27477,0.0302581,-0.0320495,-0.141964,-0.740201,0.65976,-0.397253,0.274837,-0.610051,-0.650195,-0.261773,0.0421447,0.963686,1.30443,1.0,0.151
-0.395865,-3.82075,-0.0161472,-1.05004,1.92818,4.46221,-1.23199,-1.61462,1.10916,0.805818,-0.990675,-0.823183,1.51194,-0.312649,-0.690846,0.497837,-0.119937,-1.85776,-0.161277,0.235484,-1.12248,0.642137,-0.023047,-2.07354,-1.26985,-0.161337,1.15672,0.232504,0.250637,-1.12944,0.0450024,0.685125,-2.30866,0.448556,0.929775,0.848104,0.268461,0.888807,-1.98333,-1.02968,-0.720087,0.158362,1.24683,0.719121,1.0,0.151
3.25385,2.43847,0.879946,-0.406774,1.14044,0.628252,0.21167,-0.000988326,1.18223,0.333491,-0.478608,1.20709,0.704473,0.11581,0.286416,-0.220535,0.0312623,0.50258,-0.791165,-0.577887,-0.364877,-0.487289,-0.0723755,-0.665889,-0.200208,1.22293,0.485389,-1.34416,-0.92419,-1.76329,-0.707704,-0.551096,0.977443,-0.0178909,1.29275,0.5244,-0.20579,1.3536,-0.0989107,-0.182809,1.78879,1.10863,0.320599,0.448465,1.0,0.151
8.98426,-1.88381,1.52897,-0.94108,1.90245,-0.0543988,0.36013,0.473918,0.00751074,0.838742,0.295134,-0.85657,-0.488199,1.10864,-2.36974,0.718551,1.66399,-0.666609,-1.30013,0.741102,-1.05278,0.791932,1.02758,-0.452162,1.27033,-0.14636,1.25377,-1.4166,-1.2198,-0.701524,-1.50846,-0.153828,0.0675418,0.443343,0.305761,-0.306012,-0.945857,-0.0650822,0.695265,0.787518,-0.806983,0.365062,1.45363,0.334601,1.0,0.151
5.48684,0.286316,-1.77172,-0.432603,0.916047,1.54837,-1.97624,-0.550835,0.381904,0.0262633,0.375861,0.0936922,1.59947,0.808335,-0.915827,-0.818157,0.279494,-0.382204,0.297587,-0.189159,1.58423,-0.392078,-0.100245,1.12696,0.676565,1.87873,-1.29213,1.19319,-0.30323,1.45804,-1.1184,0.0105063,-0.885158,-0.98742,1.38507,-0.0869055,-0.868025,-1.01676,-0.607082,-0.80569,0.675741,-0.544924,-2.24863,0.351906,1.0,0.151
6.69435,-0.302008,-0.508418,-0.21875,0.0623186,-1.08922,0.00426886,0.86314,-1.7738,1.63954,-1.63168,-0.131531,-0.104109,-0.591255,-2.16447,1.51109,-1.53133,-0.392803,0.0708791,-1.39997,-0.512771,1.02937,-0.206981,-0.23824,-0.0471928,-0.164921,0.129648,0.525795,-0.10253,1.22337,0.725804,-0.190301,-1.83962,1.60448,-0.370803,0.181905,-0.033553,-0.366161,1.32371,-1.3662,1.58229,0.467314,-0.453747,0.234165,1.0,0.151
5.64318,2.26312,-0.540392,2.65186,0.959957,-0.711311,-0.882033,0.064121,-1.76229,-1.8267,-2.69297,1.17538,-1.67262,0.264202,-0.111764,-1.31413,0.736815,-1.61786,-1.47762,2.686,0.140363,1.04328,0.0104116,-0.303352,0.943068,-0.31942,0.112329,-0.96261,1.93079,0.0272172,-1.70165,0.61905,-0.670754,-0.130285,-0.376496,-0.923954,1.67105,1.35638,0.18934,0.997256,-0.279468,-2.40076,-0.742489,-0.426461,1.0,0.151
9.91952,-0.481068,-0.436521,-1.63666,0.462008,3.31015,1.35854,-1.27396,-1.05436,-0.845752,2.50853,1.02016,0.196611,1.51563,-1.4061,-1.15493,1.25683,-0.895322,-2.3349,-1.42276,0.921002,0.586272,-0.511845,2.43919,0.457035,1.55595,-0.857941,1.49083,-1.52357,-0.435219,-0.660179,0.0538209,1.45514,0.0385717,-1.66476,-0.302003,0.248383,0.869744,0.356432,-0.816472,-0.3012,-0.378019,2.01879,-0.67856,1.0,0.151
3.85473,0.869519,0.332924,-1.37444,1.66329,3.54276,-0.0630739,-0.690004,0.536599,-1.18039,1.07571,1.03296,0.724247,-0.455737,1.13599,0.559991,1.1518,-1.3413,0.449503,2.2782,2.22859,-0.0630178,0.780188,1.5783,2.47,0.188537,0.390591,0.52479,0.847381,-0.0105613,0.00166096,-0.0564109,-2.50028,-0.806659,-0.20352,0.472883,-0.238319,-0.606321,-1.56382,-0.0106528,-1.16154,-0.884642,-1.74642,-1.18259,1.0,0.151
3.731,-1.27123,0.626994,-1.09982,-0.892062,-1.75511,0.316183,0.776765,-0.771494,0.632217,0.463504,1.49723,-0.467353,0.762755,0.157271,-1.72384,-0.488142,0.78337,-0.334276,1.46369,-0.384617,1.03987,-2.24199,2.2417,-0.0474555,0.421268,0.910809,0.854625,-1.17541,-0.883933,0.194955,0.0679561,-0.483246,0.540951,-0.688327,1.34629,0.043292,-1.51655,-0.968545,0.0897067,-0.478819,-0.853054,-0.384873,0.176082,1.0,0.151
6.96299,-1.27984,-1.77683,1.10189,1.76789,2.21905,-1.74724,-1.36846,1.58012,-0.434039,-0.364487,-1.66747,0.997247,-1.11403,-1.22264,-0.982255,-0.551904,-0.463198,-1.8728,-1.10834,0.146487,-0.470343,0.307204,-0.526083,0.24222,0.814025,0.0134116,1.21129,1.2329,-0.747655,0.153104,-1.7356,-0.513093,-0.721446,-0.370035,-0.837653,0.079157,0.354993,1.76629,-0.080483,-0.740577,0.547139,0.990525,0.465981,1.0,0.151
8.07221,2.18916,-0.437427,0.0776226,0.849745,1.34027,-0.496592,-0.492162,-2.21594,1.14639,-1.32575,-0.299105,-0.97842,-0.582149,-0.990356,2.67579,-0.291745,0.266044,0.222877,-1.15028,-1.28264,-1.39834,0.687033,0.715756,-0.281004,0.924391,1.77136,0.476098,-0.285009,0.588126,1.63481,0.603164,-0.730716,-1.51183,0.745455,0.149811,-1.10599,1.27492,-0.405592,0.207764,0.130195,-1.21156,1.26116,0.487436,1.0,0.151
7.44829,-0.0504361,0.665265,-0.390558,-0.283565,1.76651,0.751082,-0.990499,1.24237,-0.0649954,-1.4486,1.47153,-0.620123,-0.529124,0.819514,0.572382,-0.269232,1.48775,-0.0857849,0.487558,-0.849116,-0.222022,0.83862,0.485604,-0.224944,-0.829552,0.661612,0.952508,-0.283962,-0.441938,0.938984,1.26202,-0.685018,-1.22499,-0.887578,0.668278,1.4358,-0.941973,2.11712,0.447463,-0.117958,1.16456,1.09646,-1.25777,1.0,0.151
6.0122,-0.077205,-1.99085,-2.66789,1.41827,0.187849,-2.31828,1.02569,3.15449,0.52471,0.869347,0.522793,-0.574474,0.785779,1.13668,-0.48881,-0.529904,0.438974,0.67896,-0.360988,-0.680037,-0.430734,2.33419,0.114194,0.380363,0.255687,-1.84068,-0.666818,-1.18476,-1.78725,-0.772364,-0.559362,0.911787,0.0022302,0.358449,-0.340727,-1.56483,-0.205299,-0.872812,-0.265008,0.25631,-0.00890117,-0.278814,-0.523685,1.0,0.151
5.2056,-1.59818,-2.15097,3.43033,0.634395,0.338183,2.64933,-0.435792,-0.159827,-0.292983,1.11724,-0.813263,-1.54522,-0.449485,0.465643,-1.71123,1.26984,-0.179263,0.0613319,-0.746875,-0.625607,-1.11615,0.785649,1.74983,0.591811,0.690775,-0.749533,-1.64868,0.267883,-1.89093,0.215578,-0.0638012,1.00799,-0.548844,0.0109344,0.0412614,0.433052,-0.886518,0.492173,-1.74056,-1.84667,1.75248,0.305654,1.1999,1.0,0.151
-0.629637,-1.97488,0.789017,-0.424603,3.31184,-0.146742,0.619039,0.768272,0.656351,-0.93014,-0.684558,-0.0618425,-0.326498,0.0361743,1.29993,-0.816855,-0.875857,-1.1792,1.50424,1.24571,1.21496,0.34529,-0.192263,1.0889,-1.9194,0.303077,1.84358,0.295185,-0.64441,-1.52572,1.2373,0.354729,-0.402785,-1.52255,-0.0500401,0.29519,0.0768388,-0.396968,-0.694062,0.0273562,-0.167161,1.02672,-1.11734,-1.34551,1.0,0.151
-2.14402,-1.56589,-0.413729,-1.68236,1.53427,-3.07654,1.22894,0.720685,0.704398,-1.22191,-1.57546,-2.25907,0.125161,0.374498,-0.217698,0.504627,0.550036,-1.40418,1.30891,0.635699,-0.0994142,0.293322,-1.38244,-2.1545,1.43759,0.336959,-1.96777,0.2707,-2.28035,1.16564,0.799,0.524516,-0.513192,-1.7409,0.100116,-0.333559,-0.798142,3.02947,-0.520996,0.127295,-0.406049,0.0553461,0.852728,1.22289,1.0,0.151
8.07495,-1.48159,-0.469112,1.05276,1.8524,4.12703,-1.22046,-0.0587147,1.9696,-1.26532,-1.2757,0.504247,1.03235,-0.199253,-0.811554,0.109476,-0.0898915,-1.44058,0.116069,1.29287,-0.911522,0.0292985,0.284749,-0.711684,-0.00748131,-0.802585,1.66777,-1.48742,-0.252062,0.228122,-1.23379,0.506384,-1.29598,-1.0839,-0.52323,-0.949969,-0.479853,-0.0691275,1.00654,-0.693514,-0.568618,-0.159106,0.00109231,1.40521,1.0,0.151
